player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Antonio Anderson,https://www.basketball-reference.com/players/a/anderan02.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Lynn, Massachusetts
us",Memphis,"Laurinburg Institute in Laurinburg, North Carolina",,"March 3, 2010",1,2.0,1.0,0.0,33.3,,-,33.3
Cliff Anderson,https://www.basketball-reference.com/players/a/andercl01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,,Saint Joseph's,"Thomas Edison in Philadelphia, Pennsylvania","Los Angeles Lakers, 4th round (4th pick, 35th overall), 1967 NBA Draft","October 17, 1967 ▪ ABA Debut: November 18, 1969",84,3.0,1.3,0.9,35.4,,58.5,35.4
Dan Anderson,https://www.basketball-reference.com/players/a/anderda01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,M,Augsburg College,"Portland in Portland, North Dakota","Philadelphia 76ers, 12th round (3rd pick, 92nd overall), 1965 NBA Draft",,140,12.2,9.4,1.1,48.1,,72.7,48.1
Dan Anderson,https://www.basketball-reference.com/players/a/anderda02.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,,USC,"North Torrance in Torrance, California","Portland Trail Blazers, 6th round (2nd pick, 92nd overall), 1974 NBA Draft","October 27, 1974",95,3.7,1.0,1.7,47.2,,84.6,
Derek Anderson,https://www.basketball-reference.com/players/a/anderde01.html,"Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard, Small Forward, and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Louisville, Kentucky
us",,"Doss in Louisville, Kentucky","Cleveland Cavaliers, 1st round (13th pick, 13th overall), 1997 NBA Draft","October 31, 1997",615,12.0,3.2,3.4,40.8,,85.3,46.3
Dwight Anderson,https://www.basketball-reference.com/players/a/anderdw01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Dayton, Ohio
us",,"Roth in Dayton, Ohio","Washington Bullets, 2nd round (18th pick, 41st overall), 1982 NBA Draft","December 30, 1982",5,4.2,0.4,0.6,50.0,,70.0,50.0
Eric Anderson,https://www.basketball-reference.com/players/a/anderer01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Indiana,"St. Francis de Sales in Chicago, Illinois",,"November 16, 1992",27,1.6,1.1,0.2,34.3,,59.3,37.1
Greg Anderson,https://www.basketball-reference.com/players/a/andergr01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Houston, Texas
us",Houston,"Evan E. Worthing in Houston, Texas","San Antonio Spurs, 1st round (23rd pick, 23rd overall), 1987 NBA Draft","November 6, 1987",680,7.3,6.2,0.6,49.2,,55.7,49.2
J.J. Anderson,https://www.basketball-reference.com/players/a/anderjj01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Bradley,"Metro in Chicago, Illinois","Philadelphia 76ers, 2nd round (13th pick, 36th overall), 1982 NBA Draft","October 29, 1982",157,4.8,2.8,0.7,46.5,,55.8,46.5
James Anderson,https://www.basketball-reference.com/players/a/anderja01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"El Dorado, Arkansas
us",Oklahoma State,"Junction City in Junction City, Arkansas","San Antonio Spurs, 1st round (20th pick, 20th overall), 2010 NBA Draft","October 27, 2010",247,5.8,2.3,1.2,41.1,,75.5,48.8
Jerome Anderson,https://www.basketball-reference.com/players/a/anderje01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Mullens, West Virg",West Virginia,"Mullens in Mullens, West Virginia","Boston Celtics, 3rd round (17th pick, 53rd overall), 1975 NBA Draft","December 12, 1975",49,2.6,0.5,0.3,49.0,,69.4,
Justin Anderson,https://www.basketball-reference.com/players/a/anderju01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Montross, Virg",Virginia,"Montrose Christian School in Rockville, Maryland","Dallas Mavericks, 1st round (21st pick, 21st overall), 2015 NBA Draft","October 28, 2015",242,5.3,2.6,0.8,41.0,,77.5,48.2
Kenny Anderson,https://www.basketball-reference.com/players/a/anderke01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Queens, New York
us",Georgia Tech,"Archbishop Molloy in Queens, New York","New Jersey Nets, 1st round (2nd pick, 2nd overall), 1991 NBA Draft","November 9, 1991",858,12.6,3.1,6.1,42.1,,79.0,44.9
Kim Anderson,https://www.basketball-reference.com/players/a/anderki01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Sedalia, Missouri
us",Missouri,"Smith-Cotton in Sedali, Missouri","Portland Trail Blazers, 2nd round (6th pick, 28th overall), 1977 NBA Draft, and Milwaukee Bucks, 7th round (15th pick, 146th overall), 1978 NBA Draft","October 15, 1978",21,3.0,2.1,0.7,31.2,,53.6,
Kyle Anderson,https://www.basketball-reference.com/players/a/anderky01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",UCLA,"St. Anthony in Jersey City, New Jersey","San Antonio Spurs, 1st round (30th pick, 30th overall), 2014 NBA Draft","November 6, 2014",678,6.8,4.3,2.8,47.7,,71.3,51.3
Michael Anderson,https://www.basketball-reference.com/players/a/andermi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Drexel,"George Washington Carver High School of Engineering and Science in Philadelphia, Pennsylvania","Indiana Pacers, 3rd round (23rd pick, 73rd overall), 1988 NBA Draft","January 27, 1989",36,5.7,2.5,4.3,41.7,,69.5,42.0
Nick Anderson,https://www.basketball-reference.com/players/a/anderni01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Illinois,"Simeon in Chicago, Illinois","Orlando Magic, 1st round (11th pick, 11th overall), 1989 NBA Draft","November 4, 1989",800,14.4,5.1,2.6,44.6,,66.7,50.0
Richard Anderson,https://www.basketball-reference.com/players/a/anderri01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Pedro, California
us",UC Santa Barbara,"Rancho Alamitos in Garden Grove, California","San Diego Clippers, 2nd round (9th pick, 32nd overall), 1982 NBA Draft","October 29, 1982",407,5.6,3.5,1.5,41.2,,76.2,44.6
Ron Anderson,https://www.basketball-reference.com/players/a/anderro01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Fresno State,"Bowen in Chicago, Illinois - attended but did not play","Cleveland Cavaliers, 2nd round (3rd pick, 27th overall), 1984 NBA Draft","October 26, 1984",664,10.6,3.5,1.4,47.1,,81.4,47.9
Ryan Anderson,https://www.basketball-reference.com/players/a/anderry01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Sacramento, California
us",California,"Oak Ridge in El Dorado Hills, California","New Jersey Nets, 1st round (21st pick, 21st overall), 2008 NBA Draft","October 29, 2008",649,12.3,5.3,0.9,42.2,,85.4,52.3
Shandon Anderson,https://www.basketball-reference.com/players/a/andersh01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Georgia,"Crim in Atlanta, Georgia","Utah Jazz, 2nd round (25th pick, 54th overall), 1996 NBA Draft","November 1, 1996",719,7.4,3.1,1.4,45.7,,73.9,49.2
Willie Anderson,https://www.basketball-reference.com/players/a/anderwi01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Greenville, South Carol",Georgia,"East Atlanta in Atlanta, Georgia","San Antonio Spurs, 1st round (10th pick, 10th overall), 1988 NBA Draft","November 5, 1988",555,12.2,3.8,3.8,47.1,,78.6,47.9
Wally Anderzunas,https://www.basketball-reference.com/players/a/anderwa01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Creighton,"Creighton Preparatory School in Omaha, Nebraska","Detroit Pistons, 6th round (6th pick, 70th overall), 1968 NBA Draft, and Atlanta Hawks, 2nd round (10th pick, 25th overall), 1969 NBA Draft","October 22, 1969",44,3.6,1.9,0.2,39.2,,63.0,
Martynas AndriuÅ¡keviÄius,https://www.basketball-reference.com/players/a/andrima01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Kaunas, Lithuania
lt",,,"Orlando Magic, 2nd round (14th pick, 44th overall), 2005 NBA Draft","January 5, 2006",6,0.0,0.7,0.0,0.0,,-,0.0
Don Anielak,https://www.basketball-reference.com/players/a/anieldo01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"St. Louis, Missouri
us",Missouri State,"Bland in Bland, Missouri","New York Knicks, 3rd round (8th pick, 26th overall), 1954 NBA Draft","November 6, 1954",1,3.0,2.0,0.0,0.0,,75.0,
Ike Anigbogu,https://www.basketball-reference.com/players/a/anigbik01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"San Diego, California
us",UCLA,"Centennial in Corona, California","Indiana Pacers, 2nd round (17th pick, 47th overall), 2017 NBA Draft","October 20, 2017",14,0.9,0.9,0.1,33.3,,83.3,33.3
Michael Ansley,https://www.basketball-reference.com/players/a/anslemi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Birm,Alabama,"Jackson-Olin in Birmingham, Alabama","Orlando Magic, 2nd round (10th pick, 37th overall), 1989 NBA Draft","November 6, 1989",149,6.9,4.2,0.4,51.3,,72.2,51.3
Chris Anstey,https://www.basketball-reference.com/players/a/anstech01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Melbourne, Australia
au",,"Catholic Regional College in Melbourne, Australia","Portland Trail Blazers, 1st round (18th pick, 18th overall), 1997 NBA Draft","November 8, 1997",155,5.2,3.4,0.8,41.3,,75.5,41.6
Giannis Antetokounmpo,https://www.basketball-reference.com/players/a/antetgi01.html,"Power Forward, Small Forward, Point Guard, and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward, Small Forward, Point Guard, and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Athens, Greece
gr",,,"Milwaukee Bucks, 1st round (15th pick, 15th overall), 2013 NBA Draft","October 30, 2013",816,23.6,9.8,4.9,54.8,,69.8,56.8
Kostas Antetokounmpo,https://www.basketball-reference.com/players/a/antetko01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Athens, Greece
gr",Dayton,"Dominican in Whitefish Bay, Wisconsin","Philadelphia 76ers, 2nd round (30th pick, 60th overall), 2018 NBA Draft","March 20, 2019",22,1.0,1.0,0.1,37.5,,47.4,37.5
Thanasis Antetokounmpo,https://www.basketball-reference.com/players/a/antetth01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Athens, Greece
gr",,,"New York Knicks, 2nd round (21st pick, 51st overall), 2014 NBA Draft","January 29, 2016",198,2.4,1.6,0.6,50.9,,52.9,52.0
Carmelo Anthony,https://www.basketball-reference.com/players/a/anthoca01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Syracuse,,"Denver Nuggets, 1st round (3rd pick, 3rd overall), 2003 NBA Draft","October 29, 2003",1260,22.5,6.2,2.7,44.7,,81.4,48.5
Cole Anthony,https://www.basketball-reference.com/players/a/anthoco01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Portland, Oregon
us",UNC,,"Orlando Magic, 1st round (15th pick, 15th overall), 2020 NBA Draft","December 23, 2020",282,12.6,4.4,3.9,41.7,,84.7,47.9
Greg Anthony,https://www.basketball-reference.com/players/a/anthogr01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Las Vegas, Nevada
us",,"Rancho in North Las Vegas, Nevada","New York Knicks, 1st round (12th pick, 12th overall), 1991 NBA Draft","November 1, 1991",757,7.3,1.9,4.0,40.3,,73.3,46.7
Joel Anthony,https://www.basketball-reference.com/players/a/anthojo01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Montreal, Quebec
ca",UNLV,"Dawson in Montreal, Canada",,"November 27, 2007",490,2.2,2.8,0.2,51.3,,66.2,51.3
Pero AntiÄ,https://www.basketball-reference.com/players/a/anticpe01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Skopje, North Macedonia
mk",,,,"October 30, 2013",113,6.3,3.5,0.9,39.2,,73.0,48.3
OG Anunoby,https://www.basketball-reference.com/players/a/anunoog01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"London, United K",Indiana,"Jefferson City in Jefferson City, Missouri","Toronto Raptors, 1st round (23rd pick, 23rd overall), 2017 NBA Draft","October 19, 2017",448,12.3,4.3,1.6,47.4,,75.0,56.1
Keith Appling,https://www.basketball-reference.com/players/a/applike01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Detroit, Michigan
us",Michigan State,"Pershing in Detroit, Michigan",,"January 18, 2016",5,1.2,0.2,0.2,25.0,,100.0,25.0
Rafael AraÃºjo,https://www.basketball-reference.com/players/a/araujra01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Curitiba, Brazil
br",BYU,"Padre Anacleto in Sao Paulo, Brazil","Toronto Raptors, 1st round (8th pick, 8th overall), 2004 NBA Draft","November 3, 2004",139,2.8,2.8,0.3,40.5,,67.9,40.6
Stacey Arceneaux,https://www.basketball-reference.com/players/a/arcenst01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Iowa State,"Taft in Bronx, New York",,"March 2, 1962",7,7.1,4.6,0.6,39.3,,46.2,
Robert Archibald,https://www.basketball-reference.com/players/a/archiro01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Paisley, United K",Illinois,"Lafayette in Wildwood, Missouri","Memphis Grizzlies, 2nd round (3rd pick, 32nd overall), 2002 NBA Draft","November 9, 2002",44,1.2,1.6,0.4,28.3,,42.9,28.3
Tiny Archibald,https://www.basketball-reference.com/players/a/architi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,"New York, New York
us",,"DeWitt Clinton in Bronx, New York","Cincinnati Royals, 2nd round (2nd pick, 19th overall), 1970 NBA Draft","October 14, 1970",876,18.8,2.3,7.4,46.7,,81.0,46.8
Ryan Arcidiacono,https://www.basketball-reference.com/players/a/arcidry01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Villanova,"Neshaminy in Langhorne, Pennsylvania",,"October 19, 2017",257,4.0,1.8,1.9,42.1,,80.7,52.7
Jim Ard,https://www.basketball-reference.com/players/a/ardji01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Harvey, Ill",Cincinnati,"Thornton Township in Harvey, Illinois","Seattle SuperSonics, 1st round (6th pick, 6th overall), 1970 NBA Draft","October 18, 1974 ▪ ABA Debut: October 16, 1970",431,4.4,4.3,0.6,40.2,,66.2,40.3
Gilbert Arenas,https://www.basketball-reference.com/players/a/arenagi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Tampa, Florida
us",Arizona,"Grant in Los Angeles, California","Golden State Warriors, 2nd round (2nd pick, 31st overall), 2001 NBA Draft","November 4, 2001",552,20.7,3.9,5.3,42.1,,80.3,48.2
Trevor Ariza,https://www.basketball-reference.com/players/a/arizatr01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Miami, Florida
us",UCLA,"Westchester in Los Angeles, California","New York Knicks, 2nd round (14th pick, 43rd overall), 2004 NBA Draft","November 3, 2004",1118,10.4,4.8,2.1,42.2,,73.1,50.4
Paul Arizin,https://www.basketball-reference.com/players/a/arizipa01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Villanova,"La Salle College in Wyndmoor, Pennsylvania - attended but did not play","Philadelphia Warriors, 1st round (3rd pick, 3rd overall), 1950 NBA Draft (territorial selection)","November 4, 1950",713,22.8,8.6,2.3,42.1,,81.0,
Joe Arlauckas,https://www.basketball-reference.com/players/a/arlaujo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Rochester, New York
us",Niagara University,"Jefferson in Rochester, New York","Sacramento Kings, 4th round (5th pick, 74th overall), 1987 NBA Draft","November 6, 1987",9,3.8,1.4,0.9,32.6,,75.0,32.6
B.J. Armstrong,https://www.basketball-reference.com/players/a/armstbj01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Detroit, Michigan
us",Iowa,"Brother Rice in Birmingham, Michigan","Chicago Bulls, 1st round (18th pick, 18th overall), 1989 NBA Draft","November 3, 1989",747,9.8,1.8,3.3,47.7,,85.6,51.3
Bob Armstrong,https://www.basketball-reference.com/players/a/armstbo01.html,"Center/Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center/Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Detroit, Michigan
us",Michigan State,,"Rochester Royals, 6th round (2nd pick, 42nd overall), 1955 NBA Draft","November 15, 1956",19,1.5,2.1,0.2,29.7,,50.0,
Brandon Armstrong,https://www.basketball-reference.com/players/a/armstbr01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"San Francisco, California
us",Pepperdine,"Vallejo in Vallejo, California","Houston Rockets, 1st round (23rd pick, 23rd overall), 2001 NBA Draft","November 2, 2001",108,2.2,0.6,0.2,35.2,,60.0,39.5
Curly Armstrong,https://www.basketball-reference.com/players/a/armstcu01.html,"Guard/Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard/Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Fort Wayne, Indiana
us",Indiana,"Central in Fort Wayne, Indiana",,"November 3, 1948",153,6.8,2.3,2.3,29.5,,69.2,
Darrell Armstrong,https://www.basketball-reference.com/players/a/armstda01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Gastonia, North Carol",Fayetteville State University,"Ashbrook in Gastonia, North Carolina",,"April 11, 1995",840,9.2,2.7,4.0,40.9,,87.1,48.0
Hilton Armstrong,https://www.basketball-reference.com/players/a/armsthi01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Peekskill, New York
us",UConn,"Peekskill in Peekskill, New York","New Orleans/Oklahoma City Hornets, 1st round (12th pick, 12th overall), 2006 NBA Draft","November 1, 2006",292,3.0,2.6,0.3,50.1,,58.2,50.2
Tate Armstrong,https://www.basketball-reference.com/players/a/armstta01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Moultrie, Georgia
us",Duke,"Spring Woods in Houston, Texas","Chicago Bulls, 1st round (13th pick, 13th overall), 1977 NBA Draft","October 18, 1977",92,3.8,1.0,1.1,45.4,,80.0,
Jesse Arnelle,https://www.basketball-reference.com/players/a/arnelje01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New Rochelle, New York
us",Penn State,"New Rochelle in New Rochelle, New York","Fort Wayne Pistons, 2nd round (7th pick, 15th overall), 1955 NBA Draft","November 24, 1955",31,4.7,5.5,0.6,31.7,,62.3,
Jay Arnette,https://www.basketball-reference.com/players/a/arnetja01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Aust,Texas,"McCallum in Austin, Texas","Cincinnati Royals, 2nd round (1st pick, 9th overall), 1960 NBA Draft","October 16, 1963",114,3.7,1.0,1.2,36.5,,76.0,
Bob Arnzen,https://www.basketball-reference.com/players/a/arnzebo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Cov,Notre Dame,"St. Xavier in Cincinnati, Ohio","Detroit Pistons, 8th round (4th pick, 103rd overall), 1969 NBA Draft","October 14, 1970 ▪ ABA Debut: November 21, 1969",111,4.0,2.0,0.3,46.5,,80.0,46.6
Carlos Arroyo,https://www.basketball-reference.com/players/a/arroyca01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Fajardo, Puerto Rico
pr",Florida International University,"Colegio Santiago Apostol in Fajardo, Puerto Rico",,"October 30, 2001",569,6.6,1.7,3.1,43.8,,80.6,45.9
Darrell Arthur,https://www.basketball-reference.com/players/a/arthuda01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Dallas, Texas
us",Kansas,"South Oak Cliff in Dallas, Texas","New Orleans Hornets, 1st round (27th pick, 27th overall), 2008 NBA Draft","October 29, 2008",503,6.5,3.5,0.8,44.4,,76.5,47.0
John Arthurs,https://www.basketball-reference.com/players/a/arthujo01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard


  
  ▪
  
  
  
  
  Right",,,,,,,Tulane,"De La Salle in New Orleans, Louisiana","Milwaukee Bucks, 6th round (2nd pick, 73rd overall), 1969 NBA Draft","October 19, 1969",11,3.2,1.3,1.5,34.3,,73.3,
Jamel Artis,https://www.basketball-reference.com/players/a/artisja01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Baltimore, Maryland
us",Pitt,"Notre Dame Prep in Fitchburg, Massachusetts",,"December 13, 2017",15,5.1,2.5,1.2,39.2,,58.3,44.3
Ãmer AÅÄ±k,https://www.basketball-reference.com/players/a/asikom01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Bursa, Turkey
tr",,,"Portland Trail Blazers, 2nd round (6th pick, 36th overall), 2008 NBA Draft","October 27, 2010",471,5.3,7.1,0.6,52.8,,55.1,52.8
Vincent Askew,https://www.basketball-reference.com/players/a/askewvi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",Memphis,"Frayser in Memphis, Tennessee","Philadelphia 76ers, 2nd round (16th pick, 39th overall), 1987 NBA Draft","November 6, 1987",467,7.1,2.5,2.2,47.9,,75.4,49.4
Keith Askins,https://www.basketball-reference.com/players/a/askinke01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Athens, Alabama
us",Alabama,"Athens in Athens, Alabama",,"December 11, 1990",486,3.8,2.9,0.8,40.1,,71.7,48.3
Don Asmonga,https://www.basketball-reference.com/players/a/asmondo01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard


  
  ▪
  
  
  
  
  Right",,,,,,West Miffl,Alliance College,"Homestead in Homestead, Pennsylvania",,"December 29, 1953",7,0.7,0.1,0.7,13.3,,100.0,
Dick Atha,https://www.basketball-reference.com/players/a/athadi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Otterbe,Indiana State University,"Otterbein in Otterbein, Indiana","New York Knicks, 3rd round, 1953 NBA Draft","November 10, 1955",43,3.2,1.5,1.2,39.3,,79.5,
